0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_..100130426,1_ABHD12B.145447,1_ACER3.55331,1_ADCY2.108,1_AIG1.51390,1_AK7.122481,1_AKIRIN1.79647,1_ALDH3A2.224,1_ALPK1.80216,1_ANKRD29.147463,1_ANKRD33.341405,1_ANKRD35.148741,1_APLNR.187,1_APOA1BP.128240,1_APOM.55937,1_ARHGAP30.257106,1_ARHGAP39.80728,1_ARHGEF35.445328,1_ARL5C.390790,1_ARMC1.55156,1_ARMCX5.64860,1_ATXN10.25814,1_B3GALT4.8705,1_BCL7A.605,1_BCL7B.9275,1_BECN1.8678,1_BLMH.642,1_BMX.660,1_BNIP3.664,1_BTF3L4.91408,1_BTK.695,1_C11orf17.56672,1_C14orf159.80017,1_C16orf71.146562,1_C17orf103.256302,1_C18orf19.125228,1_C18orf8.29919,1_C19orf76.199800,1_C1orf163.65260,1_C1orf21.81563,1_C1S.716,1_C22orf46.79640,1_C2orf27A.29798,1_C2orf74.339804,1_C5orf45.51149,1_C6orf182.285753,1_C6orf192.116843,1_C7orf46.340277,1_C8orf40.114926,1_C9orf140.89958,1_CACNA1F.778,1_CASKIN1.57524,1_CCDC69.26112,1_CCDC76.54482,1_CCL23.6368,1_CCPG1.9236,1_CD40LG.959,1_CD7.924,1_CDC20.991,1_CDC25B.994,1_CDK19.23097,1_CHM.1121,1_CIITA.4261,1_CKAP2.26586,1_CNNM1.26507,1_COL15A1.1306,1_CPA3.1359,1_CPSF4.10898,1_CSF2RB.1439,1_CSPP1.79848,1_CSRP1.1465,1_CTSW.1521,1_CUL4B.8450,1_DGKA.1606,1_DHCR7.1717,1_DHH.50846,1_DHRS12.79758,1_DLGAP1.9229,1_DNASE2.1777,1_DTHD1.401124,1_EFHC1.114327,1_ELMO1.9844,1_EML4.27436,1_EPAS1.2034,1_EPHX2.2053,1_ESPL1.9700,1_EXOSC10.5394,1_FAF1.11124,1_FAIM3.9214,1_FAM153C.653316,1_FAM57A.79850,1_FBXO24.26261,1_FLJ11235.54508,1_FLJ42289.388182,1_FMOD.2331,1_FUBP1.8880,1_GALNT12.79695,1_GCET2.257144,1_GGTA1.2681,1_GIMAP1.170575,1_GJA1.2697,1_GJA5.2702,1_GLMN.11146,1_GOLGA2B.55592,1_GPR114.221188,1_GPR158.57512,1_GPR31.2853,1_GRP.2922,1_GSDMC.56169,1_GUCY1B3.2983,1_HERC6.55008,1_HEXIM1.10614,1_HMGCR.3156,1_HMGXB3.22993,1_HNRNPH1.3187,1_HNRNPR.10236,1_HOXA3.3200,1_HOXD13.3239,1_HTR1A.3350,1_ICAM1.3383,1_IFI27L2.83982,1_IGFBP7.3490,1_IKBKB.3551,1_IL18RAP.8807,1_IL1A.3552,1_IL7.3574,1_INMT.11185,1_IPO5.3843,1_ITGAL.3683,1_ITM2B.9445,1_JRK.8629,1_KBTBD3.143879,1_KCNE1.3753,1_KCNK10.54207,1_KIAA0040.9674,1_KIAA0146.23514,1_KLF2.10365,1_KLF8.11279,1_KLHDC9.126823,1_KLHL12.59349,1_KRCC1.51315,1_LAX1.54900,1_LGALS9C.654346,1_LOC221710.221710,1_LOC285548.285548,1_LOC286467.286467,1_LOC442308.442308,1_LOC442421.442421,1_LOC654433.654433,1_LOXL2.4017,1_LRFN5.145581,1_LRIG2.9860,1_LRRC1.55227,1_LTC4S.4056,1_MAGEA8.4107,1_MAN1C1.57134,1_MAN2B1.4125,1_MARCH10.162333,1_MARCH2.51257,1_MCHR2.84539,1_MDFI.4188,1_MEF2D.4209,1_MEIS3P1.4213,1_MMAA.166785,1_MMP13.4322,1_MMP27.64066,1_MOCS2.4338,1_MPEG1.219972,1_MRPL34.64981,1_MRPS18C.51023,1_MYCL1.4610,1_MYH7B.57644,1_NAALADL1.10004,1_NAPSB.256236,1_NBR2.10230,1_NCF1.653361,1_NFE2L2.4780,1_NFKBIL2.4796,1_NKAP.79576,1_NMI.9111,1_NOL6.65083,1_NOXA1.10811,1_NPTN.27020,1_NRD1.4898,1_NUDT13.25961,1_OR1F2P.26184,1_OR2M3.127062,1_ORC1L.4998,1_OTX1.5013,1_PC.5091,1_PCBD1.5092,1_PDE1B.5153,1_PEG10.23089,1_PFKFB2.5208,1_PGM1.5236,1_PHF6.84295,1_PHYHIPL.84457,1_PLA2G2D.26279,1_PLAC1.10761,1_PLCG1.5335,1_PLEKHO2.80301,1_POLR3GL.84265,1_PPARGC1A.10891,1_PPIL1.51645,1_PPP1R14C.81706,1_PRIM2.5558,1_PRPS1L1.221823,1_PSMB10.5699,1_PSMB5.5693,1_PSRC1.84722,1_PTGER3.5733,1_PTGFRN.5738,1_PTPRCAP.5790,1_PUM1.9698,1_PUS7.54517,1_PXMP2.5827,1_PYCRL.65263,1_PYHIN1.149628,1_RAB3B.5865,1_RAD18.56852,1_RAD51AP1.10635,1_RARRES3.5920,1_RBM39.9584,1_REPS1.85021,1_RFWD2.64326,1_RGL3.57139,1_RGMA.56963,1_RNF130.55819,1_RNF135.84282,1_RPL7.6129,1_RPL7L1.285855,1_RPS4X.6191,1_RPUSD2.27079,1_RRP1B.23076,1_RTP4.64108,1_S100A9.6280,1_SEC11A.23478,1_SELM.140606,1_SFPQ.6421,1_SFTA2.389376,1_SGOL1.151648,1_SHISA4.149345,1_SIP1.8487,1_SIPA1.6494,1_SIX4.51804,1_SKP2.6502,1_SLC16A2.6567,1_SLC25A20.788,1_SLC26A6.65010,1_SLC38A11.151258,1_SLC39A2.29986,1_SLC7A7.9056,1_SLFN13.146857,1_SP110.3431,1_SPANXB2.100133171,1_STAT5A.6776,1_TACR3.6870,1_TADA2B.93624,1_TAPBPL.55080,1_TARDBP.23435,1_TCP11.6954,1_TERT.7015,1_TET1.80312,1_TFAMP1.260341,1_THOC2.57187,1_TIGIT.201633,1_TINAGL1.64129,1_TJP3.27134,1_TLR7.51284,1_TMBIM1.64114,1_TMEM156.80008,1_TMEM176B.28959,1_TMEM37.140738,1_TMEM63B.55362,1_TMEM79.84283,1_TNFSF12.8742,1_TNIP2.79155,1_TOP1MT.116447,1_TPCN2.219931,1_TPK1.27010,1_TRAF3IP2.10758,1_TRIM14.9830,1_TSPAN6.7105,1_TTC39A.22996,1_TYMS.7298,1_UBE2O.63893,1_UNC13D.201294,1_USP33.23032,1_VAMP8.8673,1_WISP1.8840,1_XRCC2.7516,1_ZCWPW1.55063,1_ZNF322A.79692,1_ZNF623.9831,1_ZNF679.168417,1_ZNF703.80139,1_ZNF883.169834,1_ZW10.9183,1_ZYG11A.440590
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
