0_race_NA,1_hsa.miR.130b.3p,1_hsa.miR.155.3p,1_hsa.miR.18a.3p,1_hsa.miR.197.3p,1_hsa.miR.24.3p,1_hsa.miR.301b,1_hsa.miR.3648,1_hsa.miR.3677.3p,1_hsa.miR.7706,1_hsa.miR.526b.5p,2_ADCY2.108,2_ADIPOR1.51094,2_AES.166,2_AK7.122481,2_ALG1.56052,2_AMD1.262,2_AMMECR1.9949,2_ANKLE1.126549,2_ANKRD26.22852,2_ANKRD33.341405,2_ANO4.121601,2_ANP32C.23520,2_ARL5B.221079,2_ARL6IP1.23204,2_B3GNT5.84002,2_B3GNT8.374907,2_BCL2L14.79370,2_BECN1.8678,2_C10orf116.10974,2_C12orf23.90488,2_C15orf21.283651,2_C16orf86.388284,2_C17orf55.284185,2_C1orf131.128061,2_C1orf150.148823,2_C1orf186.440712,2_C20orf123.128506,2_C22orf41.644186,2_C4orf10.317648,2_C5orf4.10826,2_C6orf162.57150,2_C6orf218.221718,2_C9orf140.89958,2_C9orf156.51531,2_CALML4.91860,2_CARTPT.9607,2_CBLN3.643866,2_CCDC115.84317,2_CCDC138.165055,2_CCDC69.26112,2_CCL17.6361,2_CCNC.892,2_CCT6A.908,2_CD1C.911,2_CD40LG.959,2_CD63.967,2_CDCA2.157313,2_CDK19.23097,2_CDKAL1.54901,2_CELA3A.10136,2_CEMP1.752014,2_CENPA.1058,2_CFLAR.8837,2_CKAP2.26586,2_CLSPN.63967,2_COL27A1.85301,2_CPXM2.119587,2_CRB3.92359,2_CREG2.200407,2_CT45A5.441521,2_CXCR5.643,2_DCST2.127579,2_DEGS2.123099,2_DHRS12.79758,2_DKC1.1736,2_DLX1.1745,2_DUSP22.56940,2_EIF4G3.8672,2_EPHB6.2051,2_ERO1LB.56605,2_ETV6.2120,2_EXOSC3.51010,2_EYA4.2070,2_FAM109B.150368,2_FAM22A.728118,2_FAM83B.222584,2_FCRLA.84824,2_FLJ10661.286042,2_FLJ33630.644873,2_FLJ42875.440556,2_FMO4.2329,2_FMOD.2331,2_FOLR4.390243,2_GAGE13.645051,2_GALNT12.79695,2_GALNT4.8693,2_GAPT.202309,2_GAS2L2.246176,2_GGPS1.9453,2_GINS2.51659,2_GJA5.2702,2_GLIPR1L2.144321,2_GNPTG.84572,2_GPX5.2880,2_GRIA3.2892,2_GSTT2.2953,2_GTF2H3.2967,2_H2AFY.9555,2_HBS1L.10767,2_HIST1H2BH.8345,2_HIST1H3I.8354,2_HOXA13.3209,2_HSDL1.83693,2_IER5.51278,2_IFI35.3430,2_IGDCC3.9543,2_IGDCC4.57722,2_IGFBP7.3490,2_INS.3630,2_INSC.387755,2_ITGA10.8515,2_JMJD8.339123,2_JUND.3727,2_KCNK10.54207,2_KIAA0090.23065,2_KIF19.124602,2_KIF2A.3796,2_KLHL4.56062,2_KLK15.55554,2_KLRF1.51348,2_KPNA2.3838,2_LIAS.11019,2_LIG1.3978,2_LILRA4.23547,2_LIPG.9388,2_LIPJ.142910,2_LMCD1.29995,2_LOC100101266.100101266,2_LOC100128554.100128554,2_LOC100129066.100129066,2_LOC100287718.100287718,2_LOC388152.388152,2_LOC642852.642852,2_LOC728743.728743,2_LOC80154.80154,2_LRRC17.10234,2_MAD2L1.4085,2_MAGEA2.4101,2_MAGEA8.4107,2_MAGEB18.286514,2_MAML2.84441,2_MANSC1.54682,2_MCHR2.84539,2_MEF2D.4209,2_MEGF10.84466,2_MEPCE.56257,2_METTL7A.25840,2_METTL9.51108,2_MID1IP1.58526,2_MPHOSPH9.10198,2_MPPE1.65258,2_MRO.83876,2_MRS2P2.729633,2_MYCL1.4610,2_NAT2.10,2_NCRNA00115.79854,2_NCRNA00167.440072,2_NCRNA00169.400508,2_NDRG3.57446,2_NFYB.4801,2_NLRP10.338322,2_NOC2L.26155,2_NTRK2.4915,2_NUP160.23279,2_NXPH3.11248,2_ODZ1.10178,2_OLFM1.10439,2_OR2A7.401427,2_OR2M5.127059,2_OR7A5.26659,2_OSBPL9.114883,2_PARVA.55742,2_PBXIP1.57326,2_PGM2L1.283209,2_PGM3.5238,2_PKIG.11142,2_PLA2G4E.123745,2_PLCG1.5335,2_PLEKHB1.58473,2_POC1B.282809,2_POLD1.5424,2_POLE.5426,2_PPAP2A.8611,2_PPP1R11.6992,2_PRKACA.5566,2_PRPF38A.84950,2_PRPS1.5631,2_PSAT1.29968,2_PSCA.8000,2_PTPN18.26469,2_PUS7.54517,2_RASGRP2.10235,2_RBM34.23029,2_RECQL4.9401,2_REPS1.85021,2_RGMA.56963,2_RGS4.5999,2_RIPPLY2.134701,2_RLF.6018,2_RNF152.220441,2_RPL7L1.285855,2_RSC1A1.6248,2_SAMD9L.219285,2_SC4MOL.6307,2_SERPINE1.5054,2_SETDB2.83852,2_SFRS13A.10772,2_SGSM1.129049,2_SHROOM2.357,2_SIGLECP3.284367,2_SIGMAR1.10280,2_SLC12A3.6559,2_SLC24A3.57419,2_SLC39A2.29986,2_SLC5A3.6526,2_SNAPC5.10302,2_SNHG3.8420,2_SNORD1C.677850,2_SNRNP40.9410,2_SNTB1.6641,2_SNX11.29916,2_SP110.3431,2_SPC25.57405,2_SPDYC.387778,2_SQLE.6713,2_SRPK1.6732,2_ST6GALNAC6.30815,2_STH.246744,2_SYNCRIP.10492,2_TAAR1.134864,2_TACR1.6869,2_TAGLN.6876,2_TAPBPL.55080,2_TARS.6897,2_TAS2R30.259293,2_TAS2R40.259286,2_TBC1D10C.374403,2_TERT.7015,2_TFAM.7019,2_TFF3.7033,2_TFRC.7037,2_THTPA.79178,2_TIMD4.91937,2_TK1.7083,2_TM4SF19.116211,2_TMEM151B.441151,2_TNFSF13.8741,2_TNPO1.3842,2_TOMM34.10953,2_TPK1.27010,2_TRANK1.9881,2_TRIP4.9325,2_TSGA13.114960,2_TSPYL2.64061,2_TXNIP.10628,2_UBAP2L.9898,2_VAMP1.6843,2_WBSCR26.171022,2_WDR43.23160,2_WNT16.51384,2_YPEL2.388403,2_YWHAQ.10971,2_ZAP70.7535,2_ZBTB24.9841,2_ZBTB49.166793,2_ZMYM4.9202,2_ZNF280C.55609,2_ZNF292.23036,2_ZNF318.24149,2_ZNF394.84124,2_ZNF688.146542,2_ZNF703.80139,2_ZNF749.388567
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
