0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_ABCA17P.650655,1_AKAP6.9472,1_AMPD2.271,1_ANKRD33.341405,1_ANO4.121601,1_APOBEC3A.200315,1_APOM.55937,1_ARHGEF2.9181,1_ARL6IP4.51329,1_ASPG.374569,1_ATAD3A.55210,1_ATP7A.538,1_B3GAT2.135152,1_BARX1.56033,1_BCAT1.586,1_BTBD7.55727,1_C10orf110.55853,1_C11orf46.120534,1_C11orf54.28970,1_C11orf73.51501,1_C12orf5.57103,1_C14orf64.388011,1_C15orf52.388115,1_C19orf28.126321,1_C1orf182.128229,1_C1orf26.54823,1_C1orf96.126731,1_C21orf58.54058,1_C3orf31.132001,1_C4orf26.152816,1_C6orf186.728464,1_C9orf98.158067,1_CAPN3.825,1_CARD9.64170,1_CASP4.837,1_CCDC12.151903,1_CDADC1.81602,1_CDH17.1015,1_CDKL2.8999,1_CELA1.1990,1_CENPH.64946,1_CFL2.1073,1_CHD9.80205,1_CIAO1.9391,1_CLEC4G.339390,1_CNDP2.55748,1_CNIH2.254263,1_CNNM2.54805,1_CPSF6.11052,1_CRELD1.78987,1_CRY2.1408,1_CRYZ.1429,1_CST5.1473,1_CXorf1.9142,1_CYP3A7.1551,1_CYP4Z1.199974,1_DAO.1610,1_DIRC1.116093,1_DLG4.1742,1_DNAJC2.27000,1_DNAJC5.80331,1_DNM3.26052,1_DONSON.29980,1_DPAGT1.1798,1_DRD5.1816,1_DSCC1.79075,1_DSCR9.257203,1_ECHDC3.79746,1_EHBP1.23301,1_ERN2.10595,1_ETFDH.2110,1_EWSR1.2130,1_FAM126B.285172,1_FAM170B.170370,1_FAM26D.221301,1_FAM72A.729533,1_FBXO5.26271,1_FERMT3.83706,1_FLOT1.10211,1_FOXB2.442425,1_FOXG1.2290,1_FOXM1.2305,1_GALR2.8811,1_GDF5.8200,1_GIMAP8.155038,1_GLCE.26035,1_GLTSCR1.29998,1_GNB3.2784,1_GPC6.10082,1_GPR153.387509,1_GPR172A.79581,1_GPR44.11251,1_GPRC5D.55507,1_GRIN3B.116444,1_GTPBP2.54676,1_GYG2.8908,1_HHIPL2.79802,1_HHLA3.11147,1_HMGB3.3149,1_HMGN1.3150,1_HS6ST2.90161,1_IDUA.3425,1_IFNG.3458,1_IFT81.28981,1_IGDCC4.57722,1_IGFN1.91156,1_IL6ST.3572,1_INPP5A.3632,1_IQGAP3.128239,1_IYD.389434,1_KCNH2.3757,1_KDM2B.84678,1_KIF13B.23303,1_KIF22.3835,1_KRT38.8687,1_LCTL.197021,1_LIF.3976,1_LIMCH1.22998,1_LMBR1L.55716,1_LOC220729.220729,1_LOC284233.284233,1_LOC286467.286467,1_LOC349114.349114,1_LOC375190.375190,1_LOC646214.646214,1_LOC647979.647979,1_LOXL1.4016,1_LRCH1.23143,1_LRRC8A.56262,1_MACROD2.140733,1_MAGEA3.4102,1_MATN1.4146,1_MED21.9412,1_MGC29506.51237,1_MGC72080.389538,1_MLF1IP.79682,1_MLNR.2862,1_MMP1.4312,1_MMP19.4327,1_MPI.4351,1_MUC12.10071,1_MUTYH.4595,1_NAE1.8883,1_NCAPH.23397,1_NCS1.23413,1_NR2F1.7025,1_NRADDP.100129354,1_NRBF2.29982,1_NRSN2.80023,1_NUPL2.11097,1_OLFM3.118427,1_OR2T29.343563,1_ORMDL1.94101,1_OTOF.9381,1_OTUD7A.161725,1_P2RY6.5031,1_PCDHA12.56137,1_PDLIM7.9260,1_PEAR1.375033,1_PEMT.10400,1_PGM5.5239,1_PHOSPHO2.493911,1_PILRA.29992,1_PLA2G2F.64600,1_PLAUR.5329,1_PLCG2.5336,1_PLP2.5355,1_PMS2L3.5387,1_POLR1D.51082,1_POLR3G.10622,1_PPM1L.151742,1_PSD3.23362,1_PSIP1.11168,1_PTPRH.5794,1_PTPRN.5798,1_RAPGEF1.2889,1_RCVRN.5957,1_RDX.5962,1_REG1B.5968,1_RGS17.26575,1_RHPN1.114822,1_RNASEH1.246243,1_RPF2.84154,1_RPLP0.6175,1_RPN2.6185,1_RRAGA.10670,1_RSPO4.343637,1_SAMD5.389432,1_SARM1.23098,1_SBF2.81846,1_SDCBP.6386,1_SEC14L1.6397,1_SEMA4A.64218,1_SERINC4.619189,1_SFRS7.6432,1_SIM2.6493,1_SLC11A2.4891,1_SLC16A4.9122,1_SLC22A7.10864,1_SLC25A34.284723,1_SLC35E4.339665,1_SLC7A2.6542,1_SLMO1.10650,1_SMUG1.23583,1_SNX30.401548,1_SNX32.254122,1_SORBS2.8470,1_SOX1.6656,1_SPATA7.55812,1_SPG20.23111,1_SPOCK1.6695,1_ST8SIA4.7903,1_STRADB.55437,1_STX4.6810,1_SYTL1.84958,1_SYTL3.94120,1_TARSL2.123283,1_TAZ.6901,1_TBX18.9096,1_TERF2IP.54386,1_TLR3.7098,1_TM4SF18.116441,1_TM6SF2.53345,1_TMEM27.57393,1_TMEM69.51249,1_TNFAIP2.7127,1_TNFSF11.8600,1_TRAF4.9618,1_TRIB2.28951,1_TTC4.7268,1_TTYH1.57348,1_TULP3.7289,1_UBE2QL1.134111,1_USP2.9099,1_VMAC.400673,1_VPS4B.9525,1_VWA3A.146177,1_WBP5.51186,1_WBSCR22.114049,1_WFDC5.149708,1_XCR1.2829,1_XYLT2.64132,1_ZBTB10.65986,1_ZBTB32.27033,1_ZNF14.7561,1_ZNF213.7760,1_ZNF296.162979,1_ZNF568.374900,1_ZNF668.79759,1_ZNF706.51123
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
