0_AAAS,0_ABO,0_ADAM7,0_AGFG2,0_AHSP,0_AIM2,0_AKAP5,0_ALG1L2,0_AMACR,0_ANKRD16,0_AOX2P,0_AP1S2,0_ARHGEF4,0_ARMC8,0_ARPC1B,0_ARRB2,0_ARRDC2,0_ATPAF1,0_AXL,0_BMPR1A,0_BRD7,0_BTNL3,0_C10orf81,0_C12orf70,0_C13orf15,0_C14orf180,0_C17orf104,0_C1QTNF3,0_C1QTNF6,0_C1orf200,0_C20orf123,0_C3orf26,0_C5AR1,0_C5orf36,0_C6orf182,0_C9orf70,0_CALD1,0_CAPN1,0_CARD17,0_CASP5,0_CAV3,0_CCDC85A,0_CCL17,0_CCND3,0_CD226,0_CD36,0_CD93,0_CDK15,0_CEACAM18,0_CLEC12B,0_CLEC1B,0_CLEC4D,0_CLEC7A,0_CLTB,0_COL4A5,0_CORO7,0_CPB2,0_CPN2,0_CRELD1,0_CRYGC,0_CTPS2,0_CTSS,0_CXorf48,0_CYB5R1,0_DACT2,0_DCP1B,0_DHRS13,0_DNAJB2,0_EFEMP2,0_ELAVL3,0_ELFN1,0_ENPP7,0_FADS1,0_FAM107A,0_FAM126A,0_FAM182A,0_FAM198B,0_FAM92A3,0_FAT3,0_FBXO5,0_FGF1,0_FIZ1,0_FUT3,0_G6PC,0_GALNT13,0_GALNT4,0_GATC,0_GBP3,0_GBX1,0_GPBAR1,0_GPER,0_GPNMB,0_GPR12,0_GPR50,0_GPX8,0_GSTCD,0_GTSF1,0_GXYLT2,0_HDC,0_HDGF,0_HIST1H3C,0_HIST1H3D,0_HIST1H4H,0_HLA-DRB1,0_HLA-DRB5,0_HOXC10,0_HPGDS,0_HSBP1L1,0_HSPA13,0_IGFL3,0_IL27,0_INPP4B,0_IQCC,0_IRX3,0_IRX6,0_ISX,0_ITPRIPL2,0_KCND2,0_KCNJ10,0_KIAA0247,0_KIAA1161,0_KRT31,0_KRT4,0_KRTAP21-1,0_KRTDAP,0_LNX1,0_LOC100188947,0_LOC150568,0_LOC151174,0_LOC645752,0_LOC728410,0_LRCH1,0_LRRC27,0_LSM12,0_LTA,0_LYG2,0_MAGIX,0_MAPRE2,0_MARCKS,0_MCTP1,0_MEF2C,0_METTL11B,0_MFSD6L,0_MID1,0_MMP21,0_MMP28,0_MS4A7,0_MSX2,0_MURC,0_NAT8B,0_NCK1,0_NCR3,0_NHSL1,0_NLGN4Y,0_NLRP12,0_NPTX1,0_NRBF2,0_OR10Q1,0_OR10V1,0_OR51F1,0_OR52M1,0_OR6Y1,0_OR8G2,0_OSBPL5,0_OSTM1,0_PCDHA11,0_PCDHA12,0_PCDHB3,0_PITPNB,0_PLEKHO1,0_POU5F1,0_PPBP,0_PPIAL4C,0_PPIL4,0_PPY2,0_PRB1,0_PRMT10,0_PRTG,0_PSMD11,0_PTPRE,0_PTPRN,0_PTPRVP,0_PXMP2,0_RANBP3L,0_RDH12,0_RFFL,0_RGS18,0_RRN3P2,0_SALL2,0_SAMD7,0_SCN4B,0_SELENBP1,0_SEMA3C,0_SEPT11,0_SEPT7,0_SERPINH1,0_SFXN3,0_SH3BP1,0_SH3KBP1,0_SHCBP1,0_SIGLEC14,0_SLC12A7,0_SLC25A41,0_SLC45A4,0_SLC6A1,0_SNX18,0_SOX14,0_SPIC,0_SPIN2B,0_SPRY3,0_SUN3,0_TEX101,0_TGM2,0_TIPARP,0_TLR7,0_TMCO2,0_TMEM119,0_TMEM132B,0_TMEM87B,0_TMEM8C,0_TNFRSF13C,0_TNFRSF19,0_TNFSF12-TNFSF13,0_TOPBP1,0_TPPP2,0_TSHZ2,0_TUBB8,0_UCHL1,0_UCP1,0_UNC93B1,0_USP29,0_VEPH1,0_VNN1,0_WASL,0_ZFP1,0_ZFP82,0_ZNF219,0_ZNF497,0_ZNRF4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
