0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage IV,1_hsa.let.7i.5p,1_hsa.miR.130b.3p,1_hsa.miR.194.3p,1_hsa.miR.29a.5p,1_hsa.miR.34c.5p,1_hsa.miR.3922.3p,1_hsa.miR.423.3p,1_hsa.miR.616.3p,1_hsa.miR.95.3p,2_..10431,2_..155060,2_A2ML1.144568,2_ABCC13.150000,2_ABHD12.26090,2_AGL.178,2_AIFM2.84883,2_AKR7A3.22977,2_ANKLE1.126549,2_ANKRD12.23253,2_APOBEC3A.200315,2_AQP7.364,2_ARHGEF2.9181,2_ARMS2.387715,2_ASCC2.84164,2_ATP2A1.487,2_ATP5E.514,2_BANK1.55024,2_BARX1.56033,2_BEX4.56271,2_BMP4.652,2_C10orf116.10974,2_C10orf122.387718,2_C10orf50.645528,2_C11orf45.219833,2_C11orf46.120534,2_C11orf82.220042,2_C13orf36.400120,2_C17orf66.256957,2_C1orf38.9473,2_C21orf125.284836,2_C2orf68.388969,2_C3orf31.132001,2_C3P1.388503,2_C6orf134.79969,2_CABP7.164633,2_CCNL1.57018,2_CD300LG.146894,2_CENPH.64946,2_CENPO.79172,2_CENPW.387103,2_CHD3.1107,2_CKAP2L.150468,2_CKS2.1164,2_CLEC4G.339390,2_CLNK.116449,2_CNNM2.54805,2_CORO6.84940,2_COX6B2.125965,2_CPEB1.64506,2_CREB3.10488,2_CSAD.51380,2_CTRL.1506,2_CUL7.9820,2_CYP3A4.1576,2_CYP4Z1.199974,2_DAO.1610,2_DAXX.1616,2_DCAKD.79877,2_DCST1.149095,2_DDAH1.23576,2_DDX24.57062,2_DDX4.54514,2_DDX56.54606,2_DGCR8.54487,2_DGUOK.1716,2_DHRS2.10202,2_DPY19L2P2.349152,2_DQX1.165545,2_DSG2.1829,2_DUSP9.1852,2_EIF2B4.8890,2_ELOVL3.83401,2_ENDOD1.23052,2_EPB41L4B.54566,2_EPHA8.2046,2_ERMN.57471,2_EXOSC1.51013,2_EXOSC4.54512,2_FABP5L3.220832,2_FAM123C.205147,2_FAM13B.51306,2_FAM50A.9130,2_FBXL14.144699,2_FCHO1.23149,2_FGF1.2246,2_FGF5.2250,2_FGL1.2267,2_FNIP2.57600,2_FOXO1.2308,2_FOXO4.4303,2_FZD5.7855,2_GBGT1.26301,2_GIMAP8.155038,2_GIPR.2696,2_GLIPR1.11010,2_GLT25D2.23127,2_GNAS.2778,2_GPR98.84059,2_GPSM3.63940,2_GYG2.8908,2_H2AFV.94239,2_HHIPL2.79802,2_HN1.51155,2_HS6ST2.90161,2_HSPA4L.22824,2_IGBP1.3476,2_IGFN1.91156,2_IL1F9.56300,2_IQCF6.440956,2_KCNK12.56660,2_KIF3B.9371,2_KLHL29.114818,2_L1CAM.3897,2_LAIR1.3903,2_LCTL.197021,2_LEPROTL1.23484,2_LGALS3BP.3959,2_LOC100128640.100128640,2_LOC100129055.100129055,2_LOC100133991.100133991,2_LOC100272216.100272216,2_LOC145474.145474,2_LOC253724.253724,2_LOC283663.283663,2_LOC285696.285696,2_LOC338588.338588,2_LOC339674.339674,2_LOC606724.606724,2_LOC729020.729020,2_LPXN.9404,2_LRP5.4041,2_LRRC14.9684,2_LRRC45.201255,2_LYPD1.116372,2_MAF1.84232,2_MAP1LC3C.440738,2_MAP3K8.1326,2_MBOAT7.79143,2_MCM3.4172,2_METRNL.284207,2_MMP27.64066,2_MSH4.4438,2_MSI2.124540,2_MSTO1.55154,2_MUC20.200958,2_MUM1L1.139221,2_MX1.4599,2_MYBL2.4605,2_MYO15A.51168,2_NAA10.8260,2_NAA30.122830,2_NAALADL2.254827,2_NCSTN.23385,2_NEB.4703,2_NFKBIE.4794,2_NFKBIZ.64332,2_NIPA2.81614,2_NLRP14.338323,2_NNMT.4837,2_NOP56.10528,2_NPFF.8620,2_NPHP3.27031,2_NRSN1.140767,2_NSUN5P2.260294,2_NUMBL.9253,2_OLFM3.118427,2_OR52H1.390067,2_PARVG.64098,2_PCDHA12.56137,2_PDCL3.79031,2_PFDN2.5202,2_PFKFB4.5210,2_PHACTR2.9749,2_PHACTR3.116154,2_PHKG2.5261,2_PIP5K1A.8394,2_PKDCC.91461,2_PLCL2.23228,2_PLXNA3.55558,2_PMM2.5373,2_PPARG.5468,2_PPP2CB.5516,2_PRND.23627,2_PRR4.11272,2_PRTFDC1.56952,2_PSMA7.5688,2_PURG.29942,2_QRFPR.84109,2_RAD51L3.5892,2_RANGRF.29098,2_RASAL2.9462,2_RGS17.26575,2_ROCK2.9475,2_RTL1.388015,2_RUVBL2.10856,2_RXFP1.59350,2_SAA1.6288,2_SCFD1.23256,2_SCNM1.79005,2_SERPINA3.12,2_SERPINA5.5104,2_SFRS18.25957,2_SGCB.6443,2_SHKBP1.92799,2_SIK3.23387,2_SIM2.6493,2_SLC12A6.9990,2_SLC16A12.387700,2_SMS.6611,2_SPNS3.201305,2_STK32C.282974,2_STK4.6789,2_STRBP.55342,2_STX2.2054,2_SYN3.8224,2_SYT5.6861,2_TAF6.6878,2_TBC1D2.55357,2_TBL1Y.90665,2_TGM1.7051,2_TMEM200C.645369,2_TNFRSF21.27242,2_TNFSF14.8740,2_TNIP2.79155,2_TP73.7161,2_TREM1.54210,2_TRIB3.57761,2_TRIM10.10107,2_TRIM8.81603,2_TRMT112.51504,2_TSSK1B.83942,2_TTC39B.158219,2_TUBB2B.347733,2_TUBB6.84617,2_TYMP.1890,2_TYR.7299,2_UBTD1.80019,2_UCP2.7351,2_UFSP2.55325,2_UNG.7374,2_VPS37D.155382,2_WDR75.84128,2_XRCC3.7517,2_ZFPM1.161882,2_ZNF132.7691,2_ZNF184.7738,2_ZNF193.7746,2_ZNF19.7567,2_ZNF276.92822,2_ZNF385A.25946,2_ZNF404.342908,2_ZNF649.65251,2_ZNF835.90485
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
