1_hsa.miR.10b.3p,1_hsa.miR.15b.5p,1_hsa.miR.222.5p,2_ADD1.118,2_ARSE.415,2_ASB13.79754,2_BCAT1.586,2_CDC6.990,2_CDCA8.55143,2_CDKN2C.1031,2_CEACAM1.634,2_CHAF1B.8208,2_COL4A1.1282,2_DLL3.10683,2_E2F7.144455,2_EFNB1.1947,2_EIF3L.51386,2_FBXO17.115290,2_GLUD1.2746,2_GPR1.2825,2_GPR156.165829,2_HILS1.373861,2_HOXD10.3236,2_IGFBP5.3488,2_IKBIP.121457,2_IQGAP2.10788,2_KIF23.9493,2_KLRC2.3822,2_KLRC3.3823,2_LAMC1.3915,2_LRRC27.80313,2_METTL7B.196410,2_NOG.9241,2_NTNG2.84628,2_RPS24.6229,2_SDC1.6382,2_SOX8.30812,2_SPRY1.10252,2_STAC.6769,2_SUFU.51684,2_TAPT1.202018,2_TMEFF2.23671,2_TNFRSF11B.4982,2_TTC26.79989,2_UQCRB.7381,2_WEE1.7465,2_ZNF648.127665,2_ZNF816A.125893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
