0_age_at_initial_pathologic_diagnosis,0_race_WHITE,1_ABCC13.150000,1_ADAMTSL1.92949,1_ADI1.55256,1_ADIPOR1.51094,1_ALDH1A1.216,1_ALPK1.80216,1_ALS2CL.259173,1_ANKRD16.54522,1_APOL6.80830,1_ARFGEF1.10565,1_ARID1A.8289,1_ARRDC5.645432,1_ARV1.64801,1_BACH1.571,1_BCL2L14.79370,1_BLOC1S1.2647,1_BTF3L4.91408,1_C11orf17.56672,1_C12orf62.84987,1_C15orf52.388115,1_C16orf80.29105,1_C18orf54.162681,1_C1orf95.375057,1_C1R.715,1_C21orf45.54069,1_C21orf56.84221,1_C3.718,1_C6orf124.653483,1_C7orf64.84060,1_CALR.811,1_CBFB.865,1_CCDC115.84317,1_CCDC122.160857,1_CCDC23.374969,1_CCDC69.26112,1_CCDC88B.283234,1_CCNB1.891,1_CCNJ.54619,1_CCR7.1236,1_CD44.960,1_CD69.969,1_CDCA4.55038,1_CDK19.23097,1_CDKN2AIPNL.91368,1_CDYL.9425,1_CELA3B.23436,1_CHORDC1.26973,1_CHRAC1.54108,1_COL15A1.1306,1_CREG2.200407,1_CSPP1.79848,1_CXCL12.6387,1_CYC1.1537,1_DDB1.1642,1_DHH.50846,1_DHRS12.79758,1_DHX37.57647,1_DLGAP1.9229,1_DPPA4.55211,1_DSCC1.79075,1_DUSP27.92235,1_DUSP3.1845,1_ELSPBP1.64100,1_ENTPD5.957,1_ENY2.56943,1_EP400NL.347918,1_ESM1.11082,1_FAM117A.81558,1_FAM164A.51101,1_FANCD2.2177,1_FANCE.2178,1_FBXO33.254170,1_FBXO4.26272,1_FCER1A.2205,1_FIGF.2277,1_FLJ33630.644873,1_FLJ43663.378805,1_FRG2B.441581,1_GALNT12.79695,1_GDI2.2665,1_GLMN.11146,1_GPC2.221914,1_GPR18.2841,1_GPR31.2853,1_GPR55.9290,1_GTF2H4.2968,1_H2BFXP.767811,1_HAX1.10456,1_HDAC2.3066,1_HMGB1.3146,1_HNMT.3176,1_HNRNPA3.220988,1_HNRNPA3P1.10151,1_HNRNPD.3184,1_HOXA1.3198,1_HOXA13.3209,1_HSP90AB1.3326,1_HSPD1.3329,1_IARS.3376,1_IDO2.169355,1_IFI27L2.83982,1_IKBKE.9641,1_IL32.9235,1_ILF3.3609,1_IMPAD1.54928,1_INA.9118,1_INMT.11185,1_ITCH.83737,1_JAKMIP1.152789,1_KDM1B.221656,1_KIR3DL2.3812,1_KLHDC9.126823,1_KLHL10.317719,1_KPNA2.3838,1_LAX1.54900,1_LCORL.254251,1_LGALS2.3957,1_LIAS.11019,1_LIPT1.51601,1_LOC121838.121838,1_LOC145783.145783,1_LOC283999.283999,1_LOC341056.341056,1_LOC442421.442421,1_LOC645431.645431,1_LOC646851.646851,1_LRRC41.10489,1_LRRC8C.84230,1_LUZP1.7798,1_LYNX1.66004,1_MANSC1.54682,1_MAP4K4.9448,1_MCHR2.84539,1_MCOLN1.57192,1_MEIS3P1.4213,1_METTL9.51108,1_MFAP2.4237,1_MGC12982.84793,1_MID1IP1.58526,1_MKI67.4288,1_MMP13.4322,1_MMP28.79148,1_MORC4.79710,1_MPV17L.255027,1_MRPL13.28998,1_MTDH.92140,1_MTOR.2475,1_MYCL1.4610,1_NCAPG.64151,1_NCAPH.23397,1_NDUFAF1.51103,1_NKAP.79576,1_NLE1.54475,1_NLRX1.79671,1_NMUR1.10316,1_NOL11.25926,1_NPTN.27020,1_NR5A1.2516,1_NUDT11.55190,1_NUDT12.83594,1_NUDT13.25961,1_NUDT18.79873,1_NXT2.55916,1_ODZ1.10178,1_OLIG3.167826,1_OR2A7.401427,1_OTX1.5013,1_PBRM1.55193,1_PCBD2.84105,1_PCDH11X.27328,1_PCDH11Y.83259,1_PDK4.5166,1_PDZD9.255762,1_PEX11B.8799,1_PEX11G.92960,1_PHF11.51131,1_PIK3C2B.5287,1_PKIG.11142,1_PLA2G2D.26279,1_PLAC8.51316,1_PLCG1.5335,1_PLEKHG4.25894,1_POLD1.5424,1_PPARGC1A.10891,1_PRKAG1.5571,1_PRKCDBP.112464,1_PRMT2.3275,1_PRR13.54458,1_PRTG.283659,1_PSMC6.5706,1_PSMD10.5716,1_PSMD12.5718,1_PTK7.5754,1_PTPN20B.26095,1_PTPRE.5791,1_RAB7L1.8934,1_RAD54L.8438,1_RASL10B.91608,1_RELL1.768211,1_RHOB.388,1_RHOH.399,1_RILPL2.196383,1_RIPPLY2.134701,1_RNASEL.6041,1_RNF112.7732,1_RPL36A.6173,1_RPL39.6170,1_SASS6.163786,1_SBDS.51119,1_SCOC.60592,1_SCUBE3.222663,1_SDPR.8436,1_SFRS3.6428,1_SH2D1A.4068,1_SHISA4.149345,1_SIX4.51804,1_SLC12A3.6559,1_SLC35F4.341880,1_SLC7A5.8140,1_SMARCC1.6599,1_SMCP.4184,1_SNRPB.6628,1_SNX18.112574,1_SNX20.124460,1_SOAT2.8435,1_SOCS6.9306,1_SP140L.93349,1_SP7.121340,1_SRPK1.6732,1_ST18.9705,1_ST6GALNAC1.55808,1_SUV39H2.79723,1_SYBU.55638,1_SYNCRIP.10492,1_SYNGR2.9144,1_SYT6.148281,1_TAC1.6863,1_TAS2R8.50836,1_TBC1D10C.374403,1_TBC1D5.9779,1_TBC1D7.51256,1_TERT.7015,1_THOC2.57187,1_TIAL1.7073,1_TIFAB.497189,1_TLR4.7099,1_TMEM129.92305,1_TMEM151B.441151,1_TMEM63B.55362,1_TMEM65.157378,1_TMEM8B.51754,1_TNFAIP2.7127,1_TRIM68.55128,1_TRIP4.9325,1_TSPAN5.10098,1_TSPAN6.7105,1_TSPYL2.64061,1_UNC13D.201294,1_USP24.23358,1_WBP5.51186,1_WNT16.51384,1_WNT5A.7474,1_XCL1.6375,1_ZNF230.7773,1_ZNF394.84124,1_ZNF703.80139,1_ZNF839.55778,1_ZNRF2.223082,1_ZSCAN1.284312
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
