0_age_at_initial_pathologic_diagnosis,1_hsa.let.7e.5p,1_hsa.miR.10b.3p,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.15b.5p,1_hsa.miR.216b.5p,1_hsa.miR.222.5p,1_hsa.miR.23b.3p,1_hsa.miR.3157.3p,1_hsa.miR.331.3p,1_hsa.miR.520e,2_ABCA6.23460,2_ABCC3.8714,2_ACSL6.23305,2_ACSM3.6296,2_ACY1.95,2_AES.166,2_AFF1.4299,2_AKAP3.10566,2_AKIRIN1.79647,2_AKR1C3.8644,2_ALS2CL.259173,2_ANGPTL7.10218,2_ANKRD35.148741,2_ANO3.63982,2_ANO8.57719,2_AQP7.364,2_ARF6.382,2_ART3.419,2_ASB13.79754,2_ASCC1.51008,2_ATP6V1H.51606,2_BAG1.573,2_BCL2L11.10018,2_BHLHE40.8553,2_BICD1.636,2_C10orf62.414157,2_C14orf28.122525,2_C15orf24.56851,2_C17orf108.201229,2_C18orf32.497661,2_C1orf174.339448,2_C1orf53.388722,2_C1orf63.57035,2_C20orf108.116151,2_C21orf63.59271,2_C22orf39.128977,2_C2orf18.54978,2_C2orf29.55571,2_C2orf40.84417,2_C3orf18.51161,2_C4orf46.201725,2_C6orf147.387097,2_C6orf47.57827,2_C9orf140.89958,2_CARD8.22900,2_CASC5.57082,2_CASP5.838,2_CAV1.857,2_CBX3.11335,2_CCDC103.388389,2_CCDC56.28958,2_CCDC77.84318,2_CD86.942,2_CDC25B.994,2_CDCA7L.55536,2_CDKL3.51265,2_CDKN2A.1029,2_CEACAM1.634,2_CEBPD.1052,2_CHAC1.79094,2_CHPF.79586,2_CHSY1.22856,2_CLEC18B.497190,2_CNIH3.149111,2_CRADD.8738,2_CSDE1.7812,2_CTAGE9.643854,2_CUTC.51076,2_CYBRD1.79901,2_DCDC2B.149069,2_DDIT4L.115265,2_DEK.7913,2_DHX40.79665,2_DLEU2.8847,2_DMPK.1760,2_DNAJC8.22826,2_DNM3.26052,2_DNMT3A.1788,2_DTWD1.56986,2_DUSP7.1849,2_EEF2K.29904,2_EFHB.151651,2_ELOVL4.6785,2_ELTD1.64123,2_ENTHD1.150350,2_EPHA10.284656,2_EPHA6.285220,2_EPM2A.7957,2_ERBB4.2066,2_FAM103A1.83640,2_FAM110B.90362,2_FAM126A.84668,2_FAM161A.84140,2_FAM198B.51313,2_FAM36A.116228,2_FAM65C.140876,2_FBXO17.115290,2_FBXO43.286151,2_FBXW9.84261,2_FKRP.79147,2_FOXRED1.55572,2_FRS2.10818,2_FSTL1.11167,2_GAPT.202309,2_GCLM.2730,2_GLB1.2720,2_GLMN.11146,2_GLT25D2.23127,2_GMPR2.51292,2_GPR1.2825,2_GPR55.9290,2_GRB14.2888,2_GRINA.2907,2_GRINL1A.81488,2_GSTA1.2938,2_GSTA4.2941,2_HAUS2.55142,2_HK2.3099,2_HOOK3.84376,2_HPD.3242,2_IER5L.389792,2_IL2RA.3559,2_ISL2.64843,2_ITGB1.3688,2_KAAG1.353219,2_KATNAL1.84056,2_KCNK15.60598,2_KCTD16.57528,2_KDELC1.79070,2_KDELR2.11014,2_KDM4C.23081,2_KHDRBS3.10656,2_KIAA1012.22878,2_KIAA1644.85352,2_KIF24.347240,2_KIF3C.3797,2_KLF15.28999,2_LATS2.26524,2_LINGO1.84894,2_LMO4.8543,2_LOC100128842.100128842,2_LOC100129034.100129034,2_LOC100132215.100132215,2_LOC100133545.100133545,2_LOC100188947.100188947,2_LOC145837.145837,2_LOC157381.157381,2_LOC219347.219347,2_LOC284441.284441,2_LOC285370.285370,2_LOC286467.286467,2_LOC647979.647979,2_LOC653786.653786,2_LOC727924.727924,2_LRRK2.120892,2_LRRN3.54674,2_LYPD6.130574,2_MAB21L1.4081,2_MGAT1.4245,2_MLLT11.10962,2_MUC6.4588,2_MUCL1.118430,2_MYH14.79784,2_MYT1.4661,2_NCRNA00176.284739,2_NDUFB9.4715,2_NGFRAP1.27018,2_NGLY1.55768,2_NLE1.54475,2_NOVA1.4857,2_NPC2.10577,2_NRSN1.140767,2_NTNG2.84628,2_OAT.4942,2_OCRL.4952,2_OR6C70.390327,2_ORC1L.4998,2_OSMR.9180,2_OSR2.116039,2_OTUD3.23252,2_OTUD5.55593,2_PCDHGA12.26025,2_PCDHGA8.9708,2_PDE5A.8654,2_PDK1.5163,2_PEF1.553115,2_PFN2.5217,2_PGGT1B.5229,2_PGM1.5236,2_PLCXD2.257068,2_POLL.27343,2_POLM.27434,2_POLR3GL.84265,2_PPP2R5A.5525,2_PRPF4.9128,2_PRR11.55771,2_PSMA2.5683,2_PSORS1C1.170679,2_PTCH2.8643,2_PTCHD2.57540,2_PTGFRN.5738,2_PTX3.5806,2_RAB6C.84084,2_RALGPS1.9649,2_RAP2C.57826,2_RASA2.5922,2_RDH12.145226,2_REXO2.25996,2_RNASE13.440163,2_RNF141.50862,2_RNF5P1.286140,2_RP1.177G6.2.286411,2_RPS21.6227,2_RSAD2.91543,2_RTDR1.27156,2_RTEL1.51750,2_RUNDC2C.440352,2_RYK.6259,2_SARDH.1757,2_SCD5.79966,2_SCEL.8796,2_SCN11A.11280,2_SEMA3D.223117,2_SEMA4A.64218,2_SEMA4G.57715,2_SERP2.387923,2_SFRP2.6423,2_SFRS2IP.9169,2_SGOL1.151648,2_SGOL2.151246,2_SLAIN1.122060,2_SLC16A5.9121,2_SLC25A28.81894,2_SLC26A2.1836,2_SLC29A2.3177,2_SLC2A9.56606,2_SLC4A3.6508,2_SLC4A7.9497,2_SLC5A3.6526,2_SMARCE1.6605,2_SMS.6611,2_SNAPC2.6618,2_SNRPD2.6633,2_SPDYE5.442590,2_SPRY1.10252,2_SPRY2.10253,2_SSH3.54961,2_ST7L.54879,2_ST7OT3.93655,2_STAP1.26228,2_STRN3.29966,2_SULF2.55959,2_TAF8.129685,2_TBC1D1.23216,2_TF.7018,2_TFB2M.64216,2_THBS1.7057,2_TM7SF4.81501,2_TMBIM1.64114,2_TMCO2.127391,2_TMEFF1.8577,2_TMEM176A.55365,2_TMEM64.169200,2_TNFAIP3.7128,2_TNFRSF11B.4982,2_TOMM22.56993,2_TRAPPC4.51399,2_TRMT6.51605,2_TSPAN8.7103,2_TSTD1.100131187,2_TTBK1.84630,2_TXLNB.167838,2_UBQLN4.56893,2_UBXN1.51035,2_UPF3A.65110,2_USP4.7375,2_VCAM1.7412,2_VGLL3.389136,2_WEE1.7465,2_ZBTB38.253461,2_ZFP62.643836,2_ZMYM4.9202,2_ZNF155.7711,2_ZNF311.282890,2_ZNF511.118472,2_ZNF551.90233,2_ZNF569.148266,2_ZNF618.114991,2_ZNF648.127665,2_ZNF652.22834,2_ZNF705D.728957,2_ZNF846.162993,2_ZNF853.54753,2_ZNHIT6.54680,2_ZZZ3.26009
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
