0_age_at_initial_pathologic_diagnosis,1_ARMCX2.9823,1_BEX4.56271,1_BICD1.636,1_C17orf96.100170841,1_C22orf27.150291,1_CASP9.842,1_CDKN2BAS.100048912,1_CHRND.1144,1_CSDC2.27254,1_CUEDC2.79004,1_DGCR6.8214,1_DPY19L1.23333,1_E2F8.79733,1_EFHB.151651,1_EIF3L.51386,1_FAM19A3.284467,1_FAM35B2.439965,1_GOLT1A.127845,1_GPR1.2825,1_GPRASP1.9737,1_GSX2.170825,1_HILS1.373861,1_IGFBP2.3485,1_KLHL25.64410,1_LOC645752.645752,1_LOC647946.647946,1_LPPR3.79948,1_MAP1LC3C.440738,1_MARCH5.54708,1_MFAP4.4239,1_MXD4.10608,1_NTN4.59277,1_PYCR1.5831,1_SERPINF1.5176,1_SMC4.10051,1_TMEM194A.23306,1_TTC39A.22996,1_TTF2.8458,1_VAV3.10451,1_WEE1.7465,1_ZNF648.127665
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
