0_age_at_initial_pathologic_diagnosis,0_ajcc_pathologic_tumor_stage_Stage II,0_ajcc_pathologic_tumor_stage_Stage IV,1_..653553,1_ABCB7.22,1_ACIN1.22985,1_AFF3.3899,1_AIG1.51390,1_AKAP6.9472,1_AKR7L.246181,1_ANAPC7.51434,1_ANGPTL6.83854,1_ANKDD1A.348094,1_ANKRD33.341405,1_ANKRD56.345079,1_ANXA2P2.304,1_ARL8A.127829,1_BBOX1.8424,1_BTF3L4.91408,1_BTG4.54766,1_C10orf118.55088,1_C16orf58.64755,1_C16orf75.116028,1_C19orf73.55150,1_C1orf126.200197,1_C1orf92.149499,1_C4orf3.401152,1_C6orf134.79969,1_C7orf40.285958,1_C7orf53.286006,1_CA5B.11238,1_CAMK1D.57118,1_CCNF.899,1_CCRL1.51554,1_CDCA3.83461,1_CDHR2.54825,1_CDK1.983,1_CDRT15P.94158,1_CLEC1B.51266,1_CLEC3B.7123,1_CNO.55330,1_CNOT1.23019,1_COL4A3.1285,1_COL9A3.1299,1_COPS7B.64708,1_CTAGE1.64693,1_CTTNBP2.83992,1_CTU2.348180,1_CWF19L2.143884,1_CXADRP3.440224,1_CYP2C9.1559,1_CYP3A7.1551,1_DAP3.7818,1_DBF4.10926,1_DCTD.1635,1_DDAH1.23576,1_DDX54.79039,1_DFFA.1676,1_DGAT2.84649,1_DHRS12.79758,1_DKFZP434L187.26082,1_DNAJC11.55735,1_DUS2L.54920,1_EFNB2.1948,1_ESR2.2100,1_FAHD2A.51011,1_FAM107A.11170,1_FAM108B1.51104,1_FBXW2.26190,1_FCHO1.23149,1_FGF5.2250,1_FLJ10213.55096,1_FNBP1L.54874,1_FOXB2.442425,1_FXYD2.486,1_G0S2.50486,1_GDF1.2657,1_GDF5.8200,1_GIMAP6.474344,1_GMPR2.51292,1_GNA15.2769,1_GOLGA6L10.647042,1_GPC6.10082,1_GPR34.2857,1_GSDMC.56169,1_GTF2H4.2968,1_HELQ.113510,1_HIST1H1T.3010,1_HIST1H4C.8364,1_HK1.3098,1_HLF.3131,1_HMGCLL1.54511,1_HNF1A.6927,1_HOTAIR.100124700,1_HOXA2.3199,1_HOXB13.10481,1_IFT172.26160,1_IL21.59067,1_IL22RA2.116379,1_IYD.389434,1_JMJD1C.221037,1_KBTBD11.9920,1_KCNIP3.30818,1_KCNN4.3783,1_KCTD16.57528,1_KIAA0391.9692,1_KIAA1644.85352,1_LIG1.3978,1_LIMCH1.22998,1_LIPG.9388,1_LMBRD1.55788,1_LOC100133893.100133893,1_LOC100134713.100134713,1_LOC100190938.100190938,1_LOC100190939.100190939,1_LOC158376.158376,1_LOC729375.729375,1_LOC92659.92659,1_LRAT.9227,1_LUC7L.55692,1_LYAR.55646,1_LYPD5.284348,1_LYPD6.130574,1_LYRM4.57128,1_MAP2K2.5605,1_MAST4.375449,1_MBNL2.10150,1_MFSD6.54842,1_MIER2.54531,1_MKI67IP.84365,1_MPP5.64398,1_MPZL1.9019,1_MSH5.4439,1_MST4.51765,1_MTM1.4534,1_MTSS1.9788,1_MYO15A.51168,1_NDUFA12.55967,1_NEURL4.84461,1_NFATC2IP.84901,1_NHLRC2.374354,1_NIPAL3.57185,1_NPHP3.27031,1_NR0B1.190,1_NRADDP.100129354,1_NT5DC2.64943,1_NUMB.8650,1_NUP37.79023,1_NXF2B.728343,1_OAZ1.4946,1_ORC6L.23594,1_PDCD2L.84306,1_PDGFRL.5157,1_PEX26.55670,1_PEX6.5190,1_PFDN2.5202,1_PFKP.5214,1_PFN2.5217,1_PHRF1.57661,1_PIGG.54872,1_PLCL1.5334,1_PLS1.5357,1_POLM.27434,1_POLR2G.5436,1_PPAN.56342,1_PPIL5.122769,1_PPP1R3D.5509,1_PRDM7.11105,1_PRKCE.5581,1_PRKCSH.5589,1_PRPF40B.25766,1_PTCD3.55037,1_PTMS.5763,1_RAB40AL.282808,1_RAD51AP1.10635,1_RAG1AP1.55974,1_RAMP2.10266,1_RARB.5915,1_RBPMS2.348093,1_RECQL5.9400,1_RFTN2.130132,1_RGN.9104,1_RGS7BP.401190,1_RHBDF1.64285,1_RHEB.6009,1_RLN3.117579,1_RP1.177G6.2.286411,1_RPA4.29935,1_RPL4.6124,1_RPS6KB2.6199,1_RPSAP9.653162,1_RRP7B.91695,1_RRP8.23378,1_SEMA3G.56920,1_SEMA5A.9037,1_SENP5.205564,1_SERINC3.10955,1_SFMBT2.57713,1_SFRP5.6425,1_SFRS11.9295,1_SFRS6.6431,1_SGSM1.129049,1_SH2B1.25970,1_SIN3B.23309,1_SIRT6.51548,1_SLAIN2.57606,1_SLC10A2.6555,1_SLC10A6.345274,1_SLC17A1.6568,1_SLC22A8.9376,1_SLC26A6.65010,1_SLC34A1.6569,1_SLC39A9.55334,1_SLC7A6.9057,1_SLIT3.6586,1_SNORA70C.100124538,1_SNRK.54861,1_SNRPE.6635,1_SPAG5.10615,1_SSPO.23145,1_STK32C.282974,1_STRADA.92335,1_TANK.10010,1_TCTA.6988,1_TMEM132A.54972,1_TMIE.259236,1_TOMM6.100188893,1_TP53.7157,1_TREML1.340205,1_TRIM42.287015,1_TRIT1.54802,1_TTTY4C.474150,1_TXNIP.10628,1_USP36.57602,1_UXS1.80146,1_VPS13D.55187,1_VPS25.84313,1_VWA5B1.127731,1_WDR72.256764,1_WFDC11.259239,1_ZBTB12.221527,1_ZC3H12C.85463,1_ZCCHC18.644353,1_ZDHHC8P1.150244,1_ZFP3.124961,1_ZMYM3.9203,1_ZNF568.374900,1_ZNF773.374928
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
