0_age_at_initial_pathologic_diagnosis,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.144.3p,1_hsa.miR.145.3p,1_hsa.miR.15b.5p,1_hsa.miR.182.5p,1_hsa.miR.193b.5p,1_hsa.miR.20b.3p,1_hsa.miR.222.5p,1_hsa.miR.23a.5p,1_hsa.miR.299.3p,1_hsa.miR.299.5p,1_hsa.miR.346,1_hsa.miR.34b.5p,1_hsa.miR.377.3p,1_hsa.miR.381.5p,1_hsa.miR.382.3p,1_hsa.miR.409.3p,1_hsa.miR.425.5p,1_hsa.miR.452.5p,1_hsa.miR.4724.5p,1_hsa.miR.628.3p,1_hsa.miR.671.5p,2_ABCB9.23457,2_ABCG1.9619,2_ABHD15.116236,2_ACBD4.79777,2_ADRBK2.157,2_AGL.178,2_ANG.283,2_ANKAR.150709,2_ANP32A.8125,2_APBA2.321,2_APBB1.322,2_APCDD1L.164284,2_ARL5C.390790,2_ASCL2.430,2_ASXL1.171023,2_BRCA1.672,2_C11orf68.83638,2_C15orf29.79768,2_C15orf39.56905,2_C15orf42.90381,2_C15orf50.414926,2_C17orf96.100170841,2_C1orf162.128346,2_C1orf91.56063,2_C1S.716,2_C21orf121.150142,2_C21orf7.56911,2_C21orf94.246705,2_C2CD2L.9854,2_C3orf39.84892,2_C4orf46.201725,2_C6.729,2_C9orf110.100128385,2_CACNA1B.774,2_CALCRL.10203,2_CALN1.83698,2_CARM1.10498,2_CCDC152.100129792,2_CCNB1.891,2_CCR3.1232,2_CCR6.1235,2_CCT6A.908,2_CD200R1.131450,2_CD58.965,2_CD82.3732,2_CD9.928,2_CDC20B.166979,2_CDH20.28316,2_CECR5.27440,2_CEND1.51286,2_CEP55.55165,2_CFD.1675,2_CHMP5.51510,2_CHST10.9486,2_CIITA.4261,2_CNTN1.1272,2_COQ3.51805,2_CPPED1.55313,2_CPSF7.79869,2_CR1L.1379,2_CREM.1390,2_CSRP1.1465,2_CUL7.9820,2_CYB5A.1528,2_DCN.1634,2_DDX1.1653,2_DEFB119.245932,2_DGCR6L.85359,2_DKKL1.27120,2_DNASE1L1.1774,2_DTD1.92675,2_DYRK3.8444,2_EIF2B3.8891,2_ELK1.2002,2_ELP3.55140,2_ENOX2.10495,2_EPR1.8475,2_ERH.2079,2_ETV4.2118,2_EXOSC3.51010,2_F3.2152,2_F5.2153,2_FADS2.9415,2_FAM19A2.338811,2_FAM69A.388650,2_FANCC.2176,2_FBXO22.26263,2_FBXW4.6468,2_FDPS.2224,2_FEZF2.55079,2_FHDC1.85462,2_FLNC.2318,2_FOXD3.27022,2_FRAT1.10023,2_FRG1.2483,2_FRYL.285527,2_FTSJ2.29960,2_GABRD.2563,2_GATC.283459,2_GBAS.2631,2_GCNT3.9245,2_GCSH.2653,2_GDPD4.220032,2_GLI2.2736,2_GNB3.2784,2_GPR183.1880,2_GPR19.2842,2_GPR55.9290,2_GPR84.53831,2_H2AFX.3014,2_HAUS6.54801,2_HAUS7.55559,2_HBP1.26959,2_HCN2.610,2_HELLS.3070,2_HES7.84667,2_HEXA.3073,2_HIST1H2BD.3017,2_HLA.DQB2.3120,2_HNRNPA1.3178,2_HOXC5.3222,2_HOXD10.3236,2_HOXD12.3238,2_HOXD8.3234,2_HS6ST1.9394,2_IGF2BP3.10643,2_IGFL3.388555,2_INSM2.84684,2_IQGAP3.128239,2_KCNK15.60598,2_KCP.375616,2_KCTD18.130535,2_KDM4C.23081,2_KEAP1.9817,2_KIAA0125.9834,2_KLHL23.151230,2_KLHL25.64410,2_KLHL9.55958,2_LAMC1.3915,2_LCP2.3937,2_LDOC1.23641,2_LGR4.55366,2_LHX5.64211,2_LIF.3976,2_LIPN.643418,2_LNP1.348801,2_LOC282997.282997,2_LOC285696.285696,2_LOC374491.374491,2_LOC388387.388387,2_LOC643955.643955,2_LRRC2.79442,2_LRRC8C.84230,2_LRRK2.120892,2_MAN2A1.4124,2_MAP1LC3C.440738,2_MCOLN2.255231,2_MDFI.4188,2_MEN1.4221,2_MGC12982.84793,2_MICAL1.64780,2_MLLT11.10962,2_MN1.4330,2_MOBKL2A.126308,2_MOCOS.55034,2_MRPL21.219927,2_MRPL3.11222,2_MRPL37.51253,2_MTAP.4507,2_MTPAP.55149,2_MYLIP.29116,2_NAA11.84779,2_NBPF9.400818,2_NCAM2.4685,2_NCAPG2.54892,2_NCRNA00094.266655,2_NCRNA00176.284739,2_NEAT1.283131,2_NFATC2.4773,2_NFE2L3.9603,2_NTNG2.84628,2_NUDT2.318,2_NUP85.79902,2_OTUD7B.56957,2_OXTR.5021,2_P2RX1.5023,2_PANX2.56666,2_PCDH18.54510,2_PCDHB16.57717,2_PCDHB9.56127,2_PCDHGB8P.56120,2_PCK2.5106,2_PCNA.5111,2_PDCD1LG2.80380,2_PDE1A.5136,2_PGBD2.267002,2_PHACTR1.221692,2_PHF13.148479,2_PIH1D2.120379,2_PIK3R3.8503,2_PKD1.5310,2_PKIA.5569,2_PKNOX2.63876,2_PLCXD2.257068,2_PMP22.5376,2_POLR1A.25885,2_PPP1R3F.89801,2_PPRC1.23082,2_PRC1.9055,2_PRKCA.5578,2_PRPF38B.55119,2_PRSS23.11098,2_PSMB7.5695,2_PSMD5.5711,2_PTGFRN.5738,2_PTK7.5754,2_PTPDC1.138639,2_PXDN.7837,2_RAB35.11021,2_RAI2.10742,2_RAP2A.5911,2_RAP2B.5912,2_RAPGEF4.11069,2_RASD1.51655,2_REC8.9985,2_RFC4.5984,2_RHOC.389,2_RNASEH2A.10535,2_RNASET2.8635,2_RNF113A.7737,2_RNF135.84282,2_RNF141.50862,2_RNF187.149603,2_RPL29P2.118432,2_RPL4.6124,2_RPP30.10556,2_RPP40.10799,2_RRM1.6240,2_RSBN1L.222194,2_SAE1.10055,2_SCD5.79966,2_SCO1.6341,2_SDK1.221935,2_SEC31B.25956,2_SERPINA5.5104,2_SEZ6.124925,2_SIRPB2.284759,2_SKI.6497,2_SKP2.6502,2_SLC35F5.80255,2_SLC8A3.6547,2_SMC4.10051,2_SMOC1.64093,2_SNAR.D.100170227,2_SNX27.81609,2_SORT1.6272,2_SOX9.6662,2_SPIN4.139886,2_SPN.6693,2_SPRED1.161742,2_ST7OT1.93653,2_STARD13.90627,2_SULF2.55959,2_TADA2B.93624,2_TBC1D22B.55633,2_TCN2.6948,2_TEP1.7011,2_TFPI.7035,2_THSD4.79875,2_TIGD1.200765,2_TLN1.7094,2_TMEM141.85014,2_TMEM2.23670,2_TNR.7143,2_TOMM6.100188893,2_TRDN.10345,2_TREML3.340206,2_TRIM16L.147166,2_TRIM33.51592,2_TRIM8.81603,2_TRUB1.142940,2_TSPAN10.83882,2_TTC39C.125488,2_TXNL4A.10907,2_UBQLN2.29978,2_UBXN1.51035,2_UNC45A.55898,2_UPB1.51733,2_UROS.7390,2_VPS72.6944,2_WDR44.54521,2_WDR63.126820,2_WEE1.7465,2_ZAK.51776,2_ZC3H6.376940,2_ZCCHC24.219654,2_ZFP106.64397,2_ZNF32.7580,2_ZNF543.125919,2_ZNF662.389114,2_ZNF790.388536,2_ZNF800.168850,2_ZNF830.91603,2_ZNF845.91664,2_ZNF84.7637
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
