0_age_at_initial_pathologic_diagnosis,1_hsa.miR.10b.5p,1_hsa.miR.1228.3p,1_hsa.miR.1296.5p,1_hsa.miR.148a.5p,1_hsa.miR.15b.5p,1_hsa.miR.196a.5p,1_hsa.miR.27a.3p,1_hsa.miR.27b.3p,1_hsa.miR.335.3p,1_hsa.miR.550a.3.5p,1_hsa.miR.671.3p,1_hsa.miR.9.5p,2_..388795,2_..653553,2_AATK.9625,2_ABCA17P.650655,2_ABHD12.26090,2_ACD.65057,2_ACTR6.64431,2_ADAMTS7.11173,2_ADCYAP1R1.117,2_ADD1.118,2_ALOX15B.247,2_ALPK3.57538,2_ANG.283,2_ANXA1.301,2_ANXA2P2.304,2_APCDD1.147495,2_ARHGAP20.57569,2_ARHGEF17.9828,2_ARID1A.8289,2_B3GNT5.84002,2_BCCIP.56647,2_BCL9.607,2_BCMO1.53630,2_BICC1.80114,2_BRCA1.672,2_C12orf39.80763,2_C12orf48.55010,2_C12orf51.283450,2_C12orf53.196500,2_C15orf42.90381,2_C19orf23.148046,2_C1GALT1C1.29071,2_C1orf88.128344,2_C1QC.714,2_C1QL2.165257,2_C20orf197.284756,2_C2CD2L.9854,2_C3orf30.152405,2_C4orf42.92070,2_C6orf123.26238,2_C9orf110.100128385,2_CALHM3.119395,2_CAPN5.726,2_CCDC140.151278,2_CD180.4064,2_CD274.29126,2_CD300LG.146894,2_CD44.960,2_CD6.923,2_CDC40.51362,2_CDCA8.55143,2_CDH2.1000,2_CDKN2BAS.100048912,2_CDSN.1041,2_CENPL.91687,2_CEP55.55165,2_CHCHD6.84303,2_CHKB.1120,2_CKAP4.10970,2_COL27A1.85301,2_COL8A1.1295,2_COL8A2.1296,2_CRB2.286204,2_CRIM1.51232,2_CRLF1.9244,2_CTDSP2.10106,2_CTSK.1513,2_CXorf59.286464,2_CYB5D1.124637,2_DDX56.54606,2_DEPDC1.55635,2_DIABLO.56616,2_DNASE1L1.1774,2_DPAGT1.1798,2_DSCAML1.57453,2_DTX3L.151636,2_EFHB.151651,2_EFNA1.1942,2_EGF.1950,2_EN2.2020,2_ESR2.2100,2_EXOSC3.51010,2_FAM117B.150864,2_FAM26E.254228,2_FAM5C.339479,2_FAM66C.440078,2_FAM83D.81610,2_FASN.2194,2_FCGR2C.9103,2_FDPS.2224,2_FGGY.55277,2_FLJ90757.440465,2_FMNL2.114793,2_FNDC5.252995,2_GALNT5.11227,2_GBP4.115361,2_GCAT.23464,2_GLUD2.2747,2_GMPPA.29926,2_GPKOW.27238,2_GRID2IP.392862,2_GRPR.2925,2_GSTA4.2941,2_HDGFL1.154150,2_HDGFRP3.50810,2_HEATR2.54919,2_HEG1.57493,2_HIPK1.204851,2_HIRA.7290,2_HMGN5.79366,2_HMX1.3166,2_HOXC11.3227,2_HPSE2.60495,2_HSD17B8.7923,2_HSF4.3299,2_HSPG2.3339,2_IARS.3376,2_IDO1.3620,2_IFI6.2537,2_IFT81.28981,2_INA.9118,2_ITGA10.8515,2_ITGA2.3673,2_KAT5.10524,2_KHDRBS2.202559,2_KIAA0754.643314,2_KIAA1257.57501,2_KIAA1632.57724,2_KLF1.10661,2_LACE1.246269,2_LAMB4.22798,2_LAP3.51056,2_LHX3.8022,2_LOC100128842.100128842,2_LOC100132215.100132215,2_LOC148696.148696,2_LOC387646.387646,2_LOC644172.644172,2_LRGUK.136332,2_LRRC8C.84230,2_LRRK2.120892,2_LSAMP.4045,2_LUZP1.7798,2_MACC1.346389,2_MAFK.7975,2_MAGEC1.9947,2_MAGEH1.28986,2_MAGT1.84061,2_MARCKS.4082,2_MARS.4141,2_MCM6.4175,2_MDGA1.266727,2_METTL7B.196410,2_MFSD10.10227,2_MIA.8190,2_MMAB.326625,2_MOCS1.4337,2_MRPL52.122704,2_MTMR11.10903,2_MXI1.4601,2_MYO5B.4645,2_MYOF.26509,2_NAA15.80155,2_NCRNA00029.100144596,2_NCRNA00176.284739,2_NDUFS4.4724,2_NFE2.4778,2_NHEG1.100294720,2_NIPA1.123606,2_NRD1.4898,2_NTNG2.84628,2_NUDT22.84304,2_OR52N4.390072,2_OR56A5.390084,2_OR8K1.390157,2_P2RX5.5026,2_PABPC1P2.728773,2_PCBD1.5092,2_PCDH15.65217,2_PCDHB1.29930,2_PCGF6.84108,2_PCOLCE.5118,2_PDCD6.10016,2_PHACTR3.116154,2_PHF13.148479,2_PIGC.5279,2_PIK3R6.146850,2_PKN3.29941,2_PLA2R1.22925,2_PLAC8L1.153770,2_PLAU.5328,2_PLCL1.5334,2_PLEKHG4B.153478,2_POFUT2.23275,2_POM121L4P.266697,2_PPP3R2.5535,2_PPPDE1.51029,2_PRPH.5630,2_PRR3.80742,2_PTF1A.256297,2_PUM1.9698,2_RAD18.56852,2_RAD21L1.642636,2_RALGAPB.57148,2_RBBP4.5928,2_RBM23.55147,2_RBP3.5949,2_RERGL.79785,2_RHCG.51458,2_RPL29P2.118432,2_RPS12.6206,2_RUFY3.22902,2_SAA1.6288,2_SAMD3.154075,2_SCARB1.949,2_SHC1.6464,2_SHISA5.51246,2_SHISA7.729956,2_SIX6.4990,2_SLC10A3.8273,2_SLC29A4.222962,2_SLC38A6.145389,2_SOCS3.9021,2_SOX1.6656,2_SP4.6671,2_SPATS2L.26010,2_SPDYE1.285955,2_SPIN2B.474343,2_SPSB3.90864,2_SPTY2D1.144108,2_SUFU.51684,2_SUMO2.6613,2_SUSD1.64420,2_SVOP.55530,2_SYT14L.401135,2_TAF1A.9015,2_TAS2R4.50832,2_TATDN1.83940,2_THSD4.79875,2_TIGD1.200765,2_TMEM126A.84233,2_TMEM131.23505,2_TMEM186.25880,2_TMPRSS15.5651,2_TNFRSF10C.8794,2_TRIM40.135644,2_TSPAN11.441631,2_TUBGCP2.10844,2_TWSG1.57045,2_TYSND1.219743,2_UHMK1.127933,2_UNC5A.90249,2_UPF3A.65110,2_USH1C.10083,2_WDR78.79819,2_WEE1.7465,2_XPNPEP1.7511,2_XRN2.22803,2_YIPF3.25844,2_ZBTB38.253461,2_ZNF132.7691,2_ZNF136.7695,2_ZNF311.282890,2_ZNF436.80818,2_ZNF552.79818,2_ZNF562.54811,2_ZNF584.201514,2_ZNF586.54807,2_ZNF618.114991,2_ZNF648.127665,2_ZNF737.100129842
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
