0_age_at_initial_pathologic_diagnosis,1_hsa.miR.136.3p,1_hsa.miR.146b.3p,1_hsa.miR.148a.5p,1_hsa.miR.15b.5p,1_hsa.miR.221.5p,1_hsa.miR.222.5p,1_hsa.miR.25.5p,1_hsa.miR.320c,1_hsa.miR.335.5p,1_hsa.miR.339.5p,1_hsa.miR.3677.3p,1_hsa.miR.376a.3p,1_hsa.miR.431.5p,1_hsa.miR.495.5p,1_hsa.miR.6509.5p,1_hsa.miR.6806.3p,2_..10431,2_ACRBP.84519,2_ADH6.130,2_ADIG.149685,2_AGL.178,2_AGPAT9.84803,2_ALB.213,2_ALS2CR4.65062,2_AMMECR1.9949,2_ANGPT4.51378,2_ANKLE2.23141,2_ANKRD32.84250,2_AQP2.359,2_ARSE.415,2_ARV1.64801,2_ATXN7L1.222255,2_AURKB.9212,2_BCAT1.586,2_BSPRY.54836,2_BUB1B.701,2_C10orf4.118924,2_C11orf24.53838,2_C11orf73.51501,2_C13orf29.283487,2_C15orf56.644809,2_C17orf96.100170841,2_C18orf10.25941,2_C1orf105.92346,2_C1orf84.149469,2_C21orf121.150142,2_C21orf7.56911,2_C22orf23.84645,2_C4orf12.404201,2_C4orf32.132720,2_C5orf34.375444,2_C6orf129.154467,2_C6orf203.51250,2_C6orf58.352999,2_C7orf47.221908,2_CD109.135228,2_CD97.976,2_CDC20B.166979,2_CDKN2BAS.100048912,2_CEACAM1.634,2_CENPN.55839,2_CENPW.387103,2_CHADL.150356,2_CHRAC1.54108,2_CLDN23.137075,2_CLEC7A.64581,2_CLIP1.6249,2_CMPK2.129607,2_CNOT3.4849,2_CNOT4.4850,2_COQ6.51004,2_CPE.1363,2_CRCP.27297,2_CREB3L4.148327,2_CRTAM.56253,2_CTBS.1486,2_CWH43.80157,2_CYP11B2.1585,2_CYP2E1.1571,2_CYP39A1.51302,2_CYTH1.9267,2_DCP1A.55802,2_DENND5A.23258,2_DHX35.60625,2_DLEU2L.79469,2_DOK7.285489,2_E2F1.1869,2_E2F7.144455,2_EDEM1.9695,2_EFCAB1.79645,2_EFHB.151651,2_EGF.1950,2_EIF2A.83939,2_ELK1.2002,2_F7.2155,2_FAAH.2166,2_FADS3.3995,2_FAIM2.23017,2_FAM19A2.338811,2_FAM23A.653567,2_FAM78B.149297,2_FAM82A2.55177,2_FAM89B.23625,2_FBXO43.286151,2_FBXO45.200933,2_FLJ36000.284124,2_FLJ39609.100130417,2_FLJ40292.643210,2_FOXB1.27023,2_FREM2.341640,2_FRZB.2487,2_FTSJ2.29960,2_GADD45GIP1.90480,2_GALR3.8484,2_GDF15.9518,2_GGN.199720,2_GLDC.2731,2_GLOD4.51031,2_GLUD1.2746,2_GNASAS.149775,2_GNL3L.54552,2_GPR139.124274,2_GPR152.390212,2_GRHPR.9380,2_GRINA.2907,2_GZMH.2999,2_HCCS.3052,2_HDGFL1.154150,2_HILS1.373861,2_HIST1H2BG.8339,2_HLA.DMB.3109,2_HOXD13.3239,2_HTR4.3360,2_IER5L.389792,2_IFI27L2.83982,2_IGFBP2.3485,2_IGSF9.57549,2_IKZF3.22806,2_IQGAP2.10788,2_ITGB1.3688,2_KAT5.10524,2_KAZ.23254,2_KCNB1.3745,2_KCNK2.3776,2_KCTD21.283219,2_KIF16B.55614,2_KIF23.9493,2_KLHDC3.116138,2_KLHL4.56062,2_LHFP.10186,2_LILRA3.11026,2_LILRB3.11025,2_LLGL2.3993,2_LMAN1L.79748,2_LOC254559.254559,2_LOC285419.285419,2_LOC646982.646982,2_LOC650368.650368,2_LRGUK.136332,2_LRRC27.80313,2_LRRC4C.57689,2_LUZP1.7798,2_LYVE1.10894,2_LYZ.4069,2_MAEA.10296,2_MAP1LC3C.440738,2_MAP7D3.79649,2_MARK3.4140,2_MFAP2.4237,2_MFSD7.84179,2_MGAT4A.11320,2_MICA.4276,2_MPDU1.9526,2_MPEG1.219972,2_MRPL14.64928,2_MRPS22.56945,2_MSGN1.343930,2_MSN.4478,2_NAB2.4665,2_NAIF1.203245,2_NBEAL1.65065,2_NCF1B.654816,2_NCR1.9437,2_NCRNA00181.503538,2_NDEL1.81565,2_NDRG2.57447,2_NEK8.284086,2_NHLH1.4807,2_NIPSNAP3B.55335,2_OTOF.9381,2_PAPL.390928,2_PCDHB11.56125,2_PDHB.5162,2_PIGC.5279,2_PIK3IP1.113791,2_PKD2L2.27039,2_PLA2G12A.81579,2_PLBD1.79887,2_PLCXD2.257068,2_PLEKHN1.84069,2_PLOD2.5352,2_PMS2L1.5379,2_PNMA1.9240,2_POLE2.5427,2_PPAN.P2RY11.692312,2_PRDX5.25824,2_PRPF4.9128,2_PSMD5.5711,2_PTDSS2.81490,2_PTGR1.22949,2_PTH2.113091,2_RAB33B.83452,2_RASGRF1.5923,2_RBBP5.5929,2_RILPL1.353116,2_RNF19B.127544,2_RNLS.55328,2_RPGR.6103,2_RPS16.6217,2_RYR1.6261,2_S100A11.6282,2_SAA4.6291,2_SAT1.6303,2_SCAND2.54581,2_SCNN1B.6338,2_SDAD1.55153,2_SERPINF1.5176,2_SF3A1.10291,2_SIGLEC1.6614,2_SIRPB2.284759,2_SLC24A3.57419,2_SLC25A37.51312,2_SMAD5OS.9597,2_SMC4.10051,2_SOD3.6649,2_SPDYE3.441272,2_SPINK8.646424,2_SULF2.55959,2_SUN1.23353,2_TADA2B.93624,2_TAF1D.79101,2_TCP10L.140290,2_TERF2IP.54386,2_TERT.7015,2_TLR1.7096,2_TMEM200B.399474,2_TMEM87B.84910,2_TNNI1.7135,2_TPST1.8460,2_TRAF1.7185,2_TRIO.7204,2_TSSC1.7260,2_UBE2Q1.55585,2_UGCG.7357,2_UHMK1.127933,2_UROS.7390,2_USP24.23358,2_USP42.84132,2_WDHD1.11169,2_WDR25.79446,2_WEE1.7465,2_WNT16.51384,2_YIPF3.25844,2_ZBTB7A.51341,2_ZC4H2.55906,2_ZIK1.284307,2_ZNF260.339324,2_ZNF311.282890,2_ZNF573.126231,2_ZNF577.84765,2_ZNF630.57232,2_ZNF648.127665,2_ZNF705D.728957
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
