0_age_at_initial_pathologic_diagnosis,1_..653553,1_..90288,1_ABCB11.8647,1_ACACB.32,1_ACO1.48,1_ACOT12.134526,1_ACVRL1.94,1_ADRA2B.151,1_AKAP12.9590,1_AKR1C1.1645,1_ALKBH2.121642,1_ANGPTL7.10218,1_ANO9.338440,1_AOX1.316,1_APOBEC3C.27350,1_ARHGAP20.57569,1_ARL4C.10123,1_ARSJ.79642,1_ATP2B1.490,1_B3GNT1.11041,1_BACH1.571,1_BATF2.116071,1_BCORL1.63035,1_BEST3.144453,1_BIRC2.329,1_BST1.683,1_BZW1.9689,1_C10orf28.27291,1_C10orf78.119392,1_C10orf81.79949,1_C11orf35.256329,1_C11orf74.119710,1_C14orf93.60686,1_C16orf93.90835,1_C17orf77.146723,1_C1orf173.127254,1_C1orf212.113444,1_C1orf53.388722,1_C1orf84.149469,1_C1orf88.128344,1_C20orf132.140699,1_C20orf134.170487,1_C22orf23.84645,1_C2orf50.130813,1_C2orf85.285093,1_C4orf12.404201,1_C4orf32.132720,1_C6orf115.58527,1_C6orf165.154313,1_C7orf69.80099,1_C9orf46.55848,1_C9orf47.286223,1_CALU.813,1_CCDC135.84229,1_CCDC148.130940,1_CCNT1.904,1_CD55.1604,1_CDC20B.166979,1_CDC27.996,1_CDC7.8317,1_CENPO.79172,1_CFD.1675,1_CFHR4.10877,1_CHD1.1105,1_CHKA.1119,1_CLCNKB.1188,1_CMAH.8418,1_CNTN1.1272,1_COL11A2.1302,1_CPNE4.131034,1_CRCP.27297,1_CRY2.1408,1_CS.1431,1_CSAG3.389903,1_CUTC.51076,1_CXCL10.3627,1_CYFIP2.26999,1_DBF4.10926,1_DCTD.1635,1_DCTN6.10671,1_DDI1.414301,1_DEAF1.10522,1_DGCR6.8214,1_DHX58.79132,1_DNAJC10.54431,1_DPP10.57628,1_DTX4.23220,1_EBF4.57593,1_EEF2.1938,1_EFHB.151651,1_EFNA3.1944,1_EIF2AK3.9451,1_EIF3J.8669,1_EIF4E.1977,1_ELK1.2002,1_ENHO.375704,1_ENTPD2.954,1_EPHX3.79852,1_ERH.2079,1_FAM123C.205147,1_FAM188B.84182,1_FBXW4.6468,1_FLJ36000.284124,1_FOXRED1.55572,1_GALNS.2588,1_GALNT13.114805,1_GAS2L3.283431,1_GDPD1.284161,1_GDPD2.54857,1_GNA14.9630,1_GNB2.2783,1_GOLGA2P3.401634,1_GOT2.2806,1_GPN1.11321,1_GPR139.124274,1_GRIA4.2893,1_GRIK1.2897,1_GRIN2C.2905,1_GUSBL2.375513,1_HAPLN4.404037,1_HGD.3081,1_HILS1.373861,1_HIST1H1E.3008,1_HIST1H2AJ.8331,1_HLX.3142,1_HNRNPR.10236,1_HNRNPUL2.221092,1_HOXA4.3201,1_HP.3240,1_HPX.3263,1_HTRA2.27429,1_IDH3G.3421,1_IFI16.3428,1_IFT74.80173,1_IGFBP2.3485,1_IL1F8.27177,1_IL28RA.163702,1_IQGAP2.10788,1_IQUB.154865,1_ITFG1.81533,1_KAZ.23254,1_KCNJ9.3765,1_KIAA0090.23065,1_KIAA1841.84542,1_KIAA2022.340533,1_KIF26A.26153,1_KIF4B.285643,1_KLHDC8A.55220,1_KLHL7.55975,1_KLK10.5655,1_KLRD1.3824,1_LILRB5.10990,1_LMAN2.10960,1_LOC100289341.100289341,1_LOC147804.147804,1_LOC285593.285593,1_LOC401052.401052,1_LOC401387.401387,1_LOC401431.401431,1_LOC650368.650368,1_LOC84989.84989,1_LRRFIP2.9209,1_LRRIQ1.84125,1_LRRK2.120892,1_LYPD6.130574,1_LYPLA1.10434,1_LZTS2.84445,1_MAN2A1.4124,1_MEGF8.1954,1_METAP2.10988,1_METTL1.4234,1_MFSD3.113655,1_MLLT3.4300,1_MMP28.79148,1_MND1.84057,1_MRC2.9902,1_MRFAP1L1.114932,1_MSGN1.343930,1_MSRB2.22921,1_MT1L.4500,1_MYO1C.4641,1_MYO1F.4542,1_MYO5C.55930,1_MYO7A.4647,1_NANOS1.340719,1_NAP1L3.4675,1_NEU4.129807,1_NKAIN4.128414,1_NUP153.9972,1_NUP188.23511,1_OGFR.11054,1_OR1G1.8390,1_OSGEP.55644,1_OTOL1.131149,1_P2RX1.5023,1_P4HA2.8974,1_PAFAH2.5051,1_PARG.8505,1_PBLD.64081,1_PBX4.80714,1_PCDHGA12.26025,1_PCDHGC3.5098,1_PCGF6.84108,1_PCNXL2.80003,1_PDCD1LG2.80380,1_PDCD4.27250,1_PDE2A.5138,1_PDLIM7.9260,1_PDZD4.57595,1_PER3.8863,1_PEX19.5824,1_PFDN5.5204,1_PLA2G4A.5321,1_PLEKHA2.59339,1_PLK1.5347,1_PNMT.5409,1_POLL.27343,1_POLR1C.9533,1_POSTN.10631,1_PPAPDC2.403313,1_PPFIBP1.8496,1_PPIL5.122769,1_PQLC3.130814,1_PRDX2.7001,1_PRSS42.339906,1_PSMD2.5708,1_PSMD4.5710,1_PSME4.23198,1_PTGFRN.5738,1_PTGR2.145482,1_RAB42.115273,1_RAD18.56852,1_RAET1E.135250,1_RALBP1.10928,1_RBL1.5933,1_RBM41.55285,1_RDH10.157506,1_RGR.5995,1_RILP.83547,1_RNF186.54546,1_RPGRIP1L.23322,1_RPL13.6137,1_RPL13A.23521,1_RPS13.6207,1_RPS27A.6233,1_RSL24D1.51187,1_RXRB.6257,1_SC5DL.6309,1_SCAND3.114821,1_SEC22B.9554,1_SERF1A.8293,1_SERPINF2.5345,1_SETD1B.23067,1_SF1.7536,1_SF3A3.10946,1_SFRP4.6424,1_SFRS2IP.9169,1_SFXN4.119559,1_SHD.56961,1_SLC16A6.9120,1_SLC1A5.6510,1_SLC25A43.203427,1_SLC2A12.154091,1_SLC9A2.6549,1_SLU7.10569,1_SMARCAL1.50485,1_SMYD2.56950,1_SNIP1.79753,1_SNRNP25.79622,1_SNRNP40.9410,1_SOX21.11166,1_SOX4.6659,1_SOX5.6660,1_SP3.6670,1_SPATA3.130560,1_SPC24.147841,1_SPC25.57405,1_SPDYE8P.389517,1_SPOCK2.9806,1_SPPL2A.84888,1_SRRM1.10250,1_ST8SIA2.8128,1_STAG3L3.442578,1_STARD10.10809,1_STL.7955,1_STXBP6.29091,1_SUFU.51684,1_SULF2.55959,1_SUMO2.6613,1_SYCE2.256126,1_SYCP2.10388,1_SYTL5.94122,1_TAF12.6883,1_TCP10.6953,1_TCTEX1D4.343521,1_TDH.157739,1_TECTB.6975,1_TEP1.7011,1_TFCP2L1.29842,1_TICAM2.353376,1_TIMM9.26520,1_TMEM154.201799,1_TMEM178.130733,1_TMEM192.201931,1_TMEM84.283673,1_TMTC2.160335,1_TNFRSF18.8784,1_TNK2.10188,1_TNS3.64759,1_TOM1.10043,1_TPI1P3.728402,1_TPPP2.122664,1_TRAPPC4.51399,1_TRIM40.135644,1_TRIM61.391712,1_TSHZ3.57616,1_TTC19.54902,1_TTLL12.23170,1_UNC93B1.81622,1_UQCRB.7381,1_USP34.9736,1_VEPH1.79674,1_WDHD1.11169,1_WEE1.7465,1_WHSC1.7468,1_XG.7499,1_YLPM1.56252,1_ZC4H2.55906,1_ZNF224.7767,1_ZNF311.282890,1_ZNF32.7580,1_ZNF511.118472,1_ZNF562.54811,1_ZNF585B.92285,1_ZNF618.114991,1_ZNF630.57232,1_ZNF648.127665,1_ZNF791.163049,1_ZNF808.388558
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
